structure_code,temperature_k,source,temperature_column,temperature_remark,line_number
GITCET,100.0,temperature_column,100.0,,254
GITMEE,100.0,temperature_column,100.0,,255
GIVKIH,100.0,temperature_column,100.0,,256
GIYRAJ,103.0,temperature_column,103.0,,257
GOCKUG,150.0,temperature_column,150.0,,258
GOYGAC,295.0,temperature_column,295.0,,259
GUCNOI,293.0,temperature_column,293.0,,260
GUHQUY,100.0,temperature_column,100.0,,261
GULROW,180.0,temperature_column,180.0,,262
GUPFIH,296.0,temperature_column,296.0,,263
GUQJUX,295.0,temperature_column,295.0,,264
GURNIT,100.0,temperature_column,100.0,,265
GURPOB,100.0,temperature_column,100.0,,266
GUSXEA,100.0,temperature_column,100.0,,267
GUWVOK,293.0,temperature_column,293.0,,268
GUWXII,100.0,temperature_column,100.0,,269
GUYVEE,123.0,temperature_column,123.0,,270
HABFID,160.0,temperature_column,160.0,,271
HAHDUQ,93.0,temperature_column,93.0,,272
HAHFIG,125.0,temperature_column,125.0,,273
HECDOK,100.0,temperature_column,100.0,,274
HEFPEO,223.0,temperature_column,223.0,,275
HEJPAN,123.0,temperature_column,123.0,,276
HEQPEA,143.0,temperature_column,143.0,,277
HEXANE01,90.0,temperature_column,90.0,,278
HEXWIS,293.0,temperature_column,293.0,,279
HEXYEQ,173.0,temperature_column,173.0,,280
HEZPUY,193.0,temperature_column,193.0,,281
HIDJAF,153.0,temperature_column,153.0,,282
HIPFAP,133.0,temperature_column,133.0,,283
HIXFUR,173.0,temperature_column,173.0,,284
HIZVOB,295.0,temperature_column,295.0,,285
HOCGUD,103.0,temperature_column,103.0,,286
HOCWOM,153.0,temperature_column,153.0,,287
HOMJUP,193.0,temperature_column,193.0,,288
HONHAW,180.0,temperature_column,180.0,,289
HONVEO,180.0,temperature_column,180.0,,290
HONXIS,294.0,temperature_column,294.0,,291
HOPSEL,203.0,temperature_column,203.0,,292
HOVMAJ,200.0,temperature_column,200.0,,293
HUGDOE,100.0,temperature_column,100.0,,294
HUPCUS,190.0,temperature_column,190.0,,295
HURSAP,150.0,temperature_column,150.0,,296
HURXUO,213.0,temperature_column,213.0,,297
HUXCAG,173.0,temperature_column,173.0,,298
HUYXEF,90.0,temperature_column,90.0,,299
HUZRAY,120.0,temperature_column,120.0,,300
IBIHUZ,93.0,temperature_column,93.0,,301
ICALEE,203.0,temperature_column,203.0,,302
ICIHIO,100.0,temperature_column,100.0,,303
ICIPOC,100.0,temperature_column,100.0,,304
ICIWOK,123.0,temperature_column,123.0,,305
IDEDUR,133.0,temperature_column,133.0,,306
IDEXOH,100.0,temperature_column,100.0,,307
IDIVEW,93.0,temperature_column,93.0,,308
IGOCOY,296.0,temperature_column,296.0,,309
IGUMOO,296.0,temperature_column,296.0,,310
IHABUQ,150.0,temperature_column,150.0,,311
IHAZEZ,100.0,temperature_column,100.0,,312
IHUDAS,100.0,temperature_column,100.0,,313
IJUJUV,100.0,temperature_column,100.0,,314
IKECEI,93.0,temperature_column,93.0,,315
IKOLEZ,200.0,temperature_column,200.0,,316
IKUNIO,173.0,temperature_column,173.0,,317
ILARUJ,100.0,temperature_column,100.0,,318
ILUJAA,100.0,temperature_column,100.0,,319
INAVID,173.0,temperature_column,173.0,,320
INOLAB,100.0,temperature_column,100.0,,321
INOTIR,150.0,temperature_column,150.0,,322
INUZEX,150.0,temperature_column,150.0,,323
IPIDIX,113.0,temperature_column,113.0,,324
IPUQAO,153.0,temperature_column,153.0,,325
IQIZIR,298.0,temperature_column,298.0,,326
IQUNEP,173.0,temperature_column,173.0,,327
IRAWON,133.0,temperature_column,133.0,,328
IRUCUV,100.0,temperature_column,100.0,,329
ISAYUZ,298.0,temperature_column,298.0,,330
ISEZEM,100.0,temperature_column,100.0,,331
ISIPUY,100.0,temperature_column,100.0,,332
ISIXEP,200.0,temperature_column,200.0,,333
IXOGOR,293.0,temperature_column,293.0,,334
IXUFUD,293.0,temperature_column,293.0,,335
IXURAU,193.0,temperature_column,193.0,,336
IYUGUF,100.0,temperature_column,100.0,,337
IZIBID,100.0,temperature_column,100.0,,338
JABQAH,100.0,temperature_column,100.0,,339
JATYEJ,293.0,temperature_column,293.0,,340
JEBQUD,293.0,temperature_column,293.0,,341
JENHAM,100.0,temperature_column,100.0,,342
JEQGOC,173.0,temperature_column,173.0,,343
JEZWIU,295.0,temperature_column,295.0,,344
JIBPIT,295.0,temperature_column,295.0,,345
JIDLEQ,296.0,temperature_column,296.0,,346
JIRTOW,100.0,temperature_column,100.0,,347
JISXAL,123.0,temperature_column,123.0,,348
JITNEG,200.0,temperature_column,200.0,,349
JOCVII,120.0,temperature_column,120.0,,350
JODRIG,100.0,temperature_column,100.0,,351
JOJBAM,150.0,temperature_column,150.0,,352
JOJQOR,150.0,temperature_column,150.0,,353
JOJSEH,100.0,temperature_column,100.0,,354
JOLFAT,123.0,temperature_column,123.0,,355
JOLFEX,123.0,temperature_column,123.0,,356
JUBFIX,123.0,temperature_column,123.0,,357
JUJHAA,150.0,temperature_column,150.0,,358
JUJSIT,123.0,temperature_column,123.0,,359
JUKDEA,294.0,temperature_column,294.0,,360
JULHIK,200.0,temperature_column,200.0,,361
JULXEW,170.0,temperature_column,170.0,,362
JURNOC,125.0,temperature_column,125.0,,363
JUVLAQ,193.0,temperature_column,193.0,,364
KAFSER,100.0,temperature_column,100.0,,365
KAHQES,100.0,temperature_column,100.0,,366
KAKHEN,193.0,temperature_column,193.0,,367
KAPYUY,90.0,temperature_column,90.0,,368
KASKUM,123.0,temperature_column,123.0,,369
KATPIH,170.0,temperature_column,170.0,,370
KAVBIV,100.0,temperature_column,100.0,,371
KEFKAJ,93.0,temperature_column,93.0,,372
KENFUF,173.0,temperature_column,173.0,,373
KEQBIT,200.0,temperature_column,200.0,,374
KEVJIF,100.0,temperature_column,100.0,,375
KEVZUI,153.0,temperature_column,153.0,,376
KEYJAC,100.0,temperature_column,100.0,,377
KIHGOZ,293.0,temperature_column,293.0,,378
KIQDAS,100.0,temperature_column,100.0,,379
KIRVUC,300.0,temperature_column,300.0,,380
KOCPIB,295.0,temperature_column,295.0,,381
KOLHIC,295.0,temperature_column,295.0,,382
KOMDEW,296.0,temperature_column,296.0,,383
KOPSUF,100.0,temperature_column,100.0,,384
KOYBUY,100.0,temperature_column,100.0,,385
KUCMIH,100.0,temperature_column,100.0,,386
KULKUX,295.0,temperature_column,295.0,,387
KUMCOK,173.0,temperature_column,173.0,,388
KUPSOF,103.0,temperature_column,103.0,,389
KUQVEA,90.0,temperature_column,90.0,,390
KUXGUG,103.0,temperature_column,103.0,,391
KUXNEX,120.0,temperature_column,120.0,,392
LABKIK,293.0,temperature_column,293.0,,393
LABMOU,293.0,temperature_column,293.0,,394
LADWIZ,173.0,temperature_column,173.0,,395
LAGBON,113.0,temperature_column,113.0,,396
LAKBUW,295.0,temperature_column,295.0,,397
LANSUP,296.0,temperature_column,296.0,,398
LAQTIH,120.0,temperature_column,120.0,,399
LEGNER,223.0,temperature_column,223.0,,400
LESPAB,150.0,temperature_column,150.0,,401
LEXWIX,90.0,temperature_column,90.0,,402
LIFNUJ,173.0,temperature_column,173.0,,403
LILTEG,193.0,temperature_column,193.0,,404
LIRGUR,294.0,temperature_column,294.0,,405
LOBMIA,90.0,temperature_column,90.0,,406
LOPROX,223.0,temperature_column,223.0,,407
LOVLAJ,200.0,temperature_column,200.0,,408
LUMVAR,173.0,temperature_column,173.0,,409
LUMWIC,150.0,temperature_column,150.0,,410
LUNPIW,150.0,temperature_column,150.0,,411
LURMAN,173.0,temperature_column,173.0,,412
LURSUN,100.0,temperature_column,100.0,,413
LUSGAJ,293.0,temperature_column,293.0,,414
LUWPAV,150.0,temperature_column,150.0,,415
LUZCOY,200.0,temperature_column,200.0,,416
MACTER,150.0,temperature_column,150.0,,417
MADFOP,102.0,temperature_column,102.0,,418
MADKOS,98.0,temperature_column,98.0,,419
MADWUL,100.0,temperature_column,100.0,,420
MAFCUT,100.0,temperature_column,100.0,,421
MAGFOR,293.0,temperature_column,293.0,,422
MAGNUE,173.0,temperature_column,173.0,,423
MAJLAO,170.0,temperature_column,170.0,,424
MAKGOV,100.0,temperature_column,100.0,,425
MALLUI,153.0,temperature_column,153.0,,426
MAMKUI,100.0,temperature_column,100.0,,427
MANBEJ,193.0,temperature_column,193.0,,428
MAQSII,150.0,temperature_column,150.0,,429
MASLID,100.0,temperature_column,100.0,,430
MASLUP,100.0,temperature_column,100.0,,431
MASROQ,150.0,temperature_column,150.0,,432
MAVBAM,203.0,temperature_column,203.0,,433
MEBCON,100.0,temperature_column,100.0,,434
MEFNOD,291.0,temperature_column,291.0,,435
MEMRIF,295.0,temperature_column,295.0,,436
MENFAM,193.0,temperature_column,193.0,,437
MENLOG,173.0,temperature_column,173.0,,438
MEYPAH,150.0,temperature_column,150.0,,439
MIBRUL,294.0,temperature_column,294.0,,440
MIHNEZ,173.0,temperature_column,173.0,,441
MIKFUI,173.0,temperature_column,173.0,,442
MIRFAW,173.0,temperature_column,173.0,,443
MITBEZ,130.0,temperature_column,130.0,,444
MITBID,130.0,temperature_column,130.0,,445
MITBOJ,130.0,temperature_column,130.0,,446
MITSOZ,163.0,temperature_column,163.0,,447
MITTAM,163.0,temperature_column,163.0,,448
MITTIU,163.0,temperature_column,163.0,,449
MITTUE,150.0,temperature_column,150.0,,450
MIVXAR,123.0,temperature_column,123.0,,451
MIWLEM,100.0,temperature_column,100.0,,452
MIYLAJ,100.0,temperature_column,100.0,,453
MOBTEC,293.0,temperature_column,293.0,,454
MODXOS,295.0,temperature_column,295.0,,455
MOGBAL,173.0,temperature_column,173.0,,456
MOSCUT,113.0,temperature_column,113.0,,457
MOSDAA,113.0,temperature_column,113.0,,458
MOWKER,150.0,temperature_column,150.0,,459
MOYKOC,183.0,temperature_column,183.0,,460
MOZCOT,293.0,temperature_column,293.0,,461
MUFQUA,173.0,temperature_column,173.0,,462
MUGCIA,293.0,temperature_column,293.0,,463
MUHXIZ,100.0,temperature_column,100.0,,464
MUKPAM,100.0,temperature_column,100.0,,465
MUKVOE,153.0,temperature_column,153.0,,466
MUTQAV,100.0,temperature_column,100.0,,467
NACMEM,293.0,temperature_column,293.0,,468
NAGSEV,150.0,temperature_column,150.0,,469
NAGTOI,200.0,temperature_column,200.0,,470
NAJROH,295.0,temperature_column,295.0,,471
NAKMIZ,150.0,temperature_column,150.0,,472
NATLIG,150.0,temperature_column,150.0,,473
NAXZAP,123.0,temperature_column,123.0,,474
NAZLIM,150.0,temperature_column,150.0,,475
NEHSUP,90.0,temperature_column,90.0,,476
NETFEA,150.0,temperature_column,150.0,,477
NEZLUA,158.0,temperature_column,158.0,,478
NIGMUN,153.0,temperature_column,153.0,,479
NIJHIA,100.0,temperature_column,100.0,,480
NIKVEI,295.0,temperature_column,295.0,,481
NIMWAH,120.0,temperature_column,120.0,,482
NIPMAC,173.0,temperature_column,173.0,,483
NIPPIL,102.0,temperature_column,102.0,,484
NITHUV,100.0,temperature_column,100.0,,485
NOBCEO,173.0,temperature_column,173.0,,486
NOCYOW,250.0,temperature_column,250.0,,487
NODGET,180.0,temperature_column,180.0,,488
NOHPUY,90.0,temperature_column,90.0,,489
NOLQEL,150.0,temperature_column,150.0,,490
NOPJOS,173.0,temperature_column,173.0,,491
NOSNER,100.0,temperature_column,100.0,,492
NOSVAS,133.0,temperature_column,133.0,,493
NOWMOB,173.0,temperature_column,173.0,,494
NOZNUN,150.0,temperature_column,150.0,,495
NUGFIG,123.0,temperature_column,123.0,,496
NURDEM,100.0,temperature_column,100.0,,497
NUXRAB,150.0,temperature_column,150.0,,498
OBICIP,190.0,temperature_column,190.0,,499
OBIGUF,150.0,temperature_column,150.0,,500
OCELIR,223.0,temperature_column,223.0,,501
OCIDOU,273.0,temperature_column,273.0,,502
OCIJET,213.0,temperature_column,213.0,,503
OFIXAC,168.0,temperature_column,168.0,,504
OGAMAK,158.0,temperature_column,158.0,,505
OGIJAS,100.0,temperature_column,100.0,,506
OHUTAO,90.0,temperature_column,90.0,,507
OJABEG,90.0,temperature_column,90.0,,508
OJANIZ,100.0,temperature_column,100.0,,509
OJAQUM,100.0,temperature_column,100.0,,510
OJAROH,150.0,temperature_column,150.0,,511
OJOBIZ,150.0,temperature_column,150.0,,512
OLUFEJ,100.0,temperature_column,100.0,,513
ONIMEF,150.0,temperature_column,150.0,,514
ONUZOP,100.0,temperature_column,100.0,,515
OPABIT,100.0,temperature_column,100.0,,516
OPABOZ,100.0,temperature_column,100.0,,517
OPARAB,150.0,temperature_column,150.0,,518
OPOTOE,100.0,temperature_column,100.0,,519
OREXUF,173.0,temperature_column,173.0,,520
OSUVUV,100.0,temperature_column,100.0,,521
OTEZET,100.0,temperature_column,100.0,,522
OTOMIU,173.0,temperature_column,173.0,,523
OTORAR,98.0,temperature_column,98.0,,524
OVIMOW,134.0,temperature_column,134.0,,525
OWEBIE,90.0,temperature_column,90.0,,526
OWENOW,100.0,temperature_column,100.0,,527
OWOKER,296.0,temperature_column,296.0,,528
OWOVAZ,200.0,temperature_column,200.0,,529
OXACIA,100.0,temperature_column,100.0,,530
OZAJOP,150.0,temperature_column,150.0,,531
OZURAF,152.0,temperature_column,152.0,,532
PABGIK,100.0,temperature_column,100.0,,533
PAPTAB,295.0,temperature_column,295.0,,534
PASMRE,295.0,temperature_column,295.0,,535
PAVCIA,100.0,temperature_column,100.0,,536
PEHPUO,100.0,temperature_column,100.0,,537
PEKGUK,296.0,temperature_column,296.0,,538
PEMJAS,295.0,temperature_column,295.0,,539
PENFOG,100.0,temperature_column,100.0,,540
PESBOF,300.0,temperature_column,300.0,,541
PESQIQ,120.0,temperature_column,120.0,,542
PETFUR,150.0,temperature_column,150.0,,543
PEVVAQ,153.0,temperature_column,153.0,,544
PEZBOM,293.0,temperature_column,293.0,,545
PICHUH,93.0,temperature_column,93.0,,546
PIGSII,150.0,temperature_column,150.0,,547
PIJYIR,295.0,temperature_column,295.0,,548
PIKDAQ,150.0,temperature_column,150.0,,549
PINWUG01,93.0,temperature_column,93.0,,550
PIQLOT,123.0,temperature_column,123.0,,551
PIRDAY,120.0,temperature_column,120.0,,552
PITXOH,100.0,temperature_column,100.0,,553
PIXKEO,173.0,temperature_column,173.0,,554
PIYJUF,103.0,temperature_column,103.0,,555
PIZFOU,193.0,temperature_column,193.0,,556
POBNOM,100.0,temperature_column,100.0,,557
PODKAU,150.0,temperature_column,150.0,,558
POKMAE,150.0,temperature_column,150.0,,559
POQTIA,173.0,temperature_column,173.0,,560
PORJIP,193.0,temperature_column,193.0,,561
POZWEH,173.0,temperature_column,173.0,,562
PUCWEP,295.0,temperature_column,295.0,,563
PUDXUI,100.0,temperature_column,100.0,,564
PUFNIP,100.0,temperature_column,100.0,,565
PULKOZ,100.0,temperature_column,100.0,,566
PUPYUW,93.0,temperature_column,93.0,,567
PUQGIR,295.0,temperature_column,295.0,,568
PUQRUQ,100.0,temperature_column,100.0,,569
PUSVAB,100.0,temperature_column,100.0,,570
PUVHOE,100.0,temperature_column,100.0,,571
PUVXEL,150.0,temperature_column,150.0,,572
PUXQEF,183.0,temperature_column,183.0,,573
QACBIG,173.0,temperature_column,173.0,,574
QAJHAL,163.0,temperature_column,163.0,,575
QAMGIV,293.0,temperature_column,293.0,,576
QAQPEG,100.0,temperature_column,100.0,,577
QARHAS,173.0,temperature_column,173.0,,578
QASVOV,150.0,temperature_column,150.0,,579
QAVYOE,100.0,temperature_column,100.0,,580
QAYBUN,223.0,temperature_column,223.0,,581
QECSAS,168.0,temperature_column,168.0,,582
QEGRAW,100.0,temperature_column,100.0,,583
QEHLEV,298.0,temperature_column,298.0,,584
QEJFOC,133.0,temperature_column,133.0,,585
QEJLUO,150.0,temperature_column,150.0,,586
QENPUV,133.0,temperature_column,133.0,,587
QEPYUH,173.0,temperature_column,173.0,,588
QERBEX,163.0,temperature_column,163.0,,589
QETYOD,295.0,temperature_column,295.0,,590
QEVCIE,100.0,temperature_column,100.0,,591
QEVVOC,295.0,temperature_column,295.0,,592
QEXGAC,173.0,temperature_column,173.0,,593
QEZWID,100.0,temperature_column,100.0,,594
QIBVUU,100.0,temperature_column,100.0,,595
QIFRUS,295.0,temperature_column,295.0,,596
QIHMAX,100.0,temperature_column,100.0,,597
QIHPAA,120.0,temperature_column,120.0,,598
QIJZUG,293.0,temperature_column,293.0,,599
QIMQUY,93.0,temperature_column,93.0,,600
QIRGOQ,150.0,temperature_column,150.0,,601
QIRGUW,150.0,temperature_column,150.0,,602
QISBUR,173.0,temperature_column,173.0,,603
QISGOO,90.0,temperature_column,90.0,,604
QIVGAD,203.0,temperature_column,203.0,,605
QIWQOD,123.0,temperature_column,123.0,,606
QIWREU,193.0,temperature_column,193.0,,607
QOFVEN,100.0,temperature_column,100.0,,608
QOHYOB,170.0,temperature_column,170.0,,609
QOKLAF,100.0,temperature_column,100.0,,610
QOMVAS,100.0,temperature_column,100.0,,611
QONNOW,295.0,temperature_column,295.0,,612
QOVXOR,240.0,temperature_column,240.0,,613
QOWBEL,123.0,temperature_column,123.0,,614
QUBSAH,173.0,temperature_column,173.0,,615
QUDDID,90.0,temperature_column,90.0,,616
QUGFED,163.0,temperature_column,163.0,,617
QUHCEC,183.0,temperature_column,183.0,,618
QUMXON,90.0,temperature_column,90.0,,619
QUQQIC,193.0,temperature_column,193.0,,620
QUTREC,293.0,temperature_column,293.0,,621
QUZDUN,200.0,temperature_column,200.0,,622
RADPUK,100.0,temperature_column,100.0,,623
RAGWAX,150.0,temperature_column,150.0,,624
RAHJEQ,100.0,temperature_column,100.0,,625
RAJHUH,296.0,temperature_column,296.0,,626
RAKGIV,100.0,temperature_column,100.0,,627
RAMFIW,297.0,temperature_column,297.0,,628
RAPCOA,173.0,temperature_column,173.0,,629
RAPTUZ,150.0,temperature_column,150.0,,630
RASREL,133.0,temperature_column,133.0,,631
RAVFEC,100.0,temperature_column,100.0,,632
RAXGON,150.0,temperature_column,150.0,,633
REFCEL,120.0,temperature_column,120.0,,634
REJGET,150.0,temperature_column,150.0,,635
REJROO,200.0,temperature_column,200.0,,636
RENLIF,203.0,temperature_column,203.0,,637
REQTUF,88.0,temperature_column,88.0,,638
RERCUM,295.0,temperature_column,295.0,,639
RERRAH,173.0,temperature_column,173.0,,640
REYDOP,150.0,temperature_column,150.0,,641
RIBNIA,223.0,temperature_column,223.0,,642
RIGGIZ,123.0,temperature_column,123.0,,643
RIGGUK,100.0,temperature_column,100.0,,644
RIHJAU,296.0,temperature_column,296.0,,645
RIKMAB,100.0,temperature_column,100.0,,646
RIKNUW,150.0,temperature_column,150.0,,647
RILLUV,100.0,temperature_column,100.0,,648
RILNEH,150.0,temperature_column,150.0,,649
RIQMOW,150.0,temperature_column,150.0,,650
RISYOK,150.0,temperature_column,150.0,,651
RISYUQ,150.0,temperature_column,150.0,,652
RIVPUI,173.0,temperature_column,173.0,,653
RIXYUS,173.0,temperature_column,173.0,,654
RIYXAY,295.0,temperature_column,295.0,,655
ROCLOM,153.0,temperature_column,153.0,,656
RODZUI,173.0,temperature_column,173.0,,657
ROFDAU,100.0,temperature_column,100.0,,658
ROJNUA,141.0,temperature_column,141.0,,659
ROLKOU,120.0,temperature_column,120.0,,660
ROLTEU,170.0,temperature_column,170.0,,661
ROPHAF,295.0,temperature_column,295.0,,662
RUDSUG,100.0,temperature_column,100.0,,663
RUFLAG,295.0,temperature_column,295.0,,664
RUFQOY,150.0,temperature_column,150.0,,665
RUHLUD,100.0,temperature_column,100.0,,666
RUPKUI,233.0,temperature_column,233.0,,667
RUZJON,100.0,temperature_column,100.0,,668
SACGIO,103.0,temperature_column,103.0,,669
SACTAR,295.0,temperature_column,295.0,,670
SADZEF,150.0,temperature_column,150.0,,671
SAFKET,100.0,temperature_column,100.0,,672
SAFMAO,294.0,temperature_column,294.0,,673
SAHSAW,86.0,temperature_column,86.0,,674
SAJFIU,100.0,temperature_column,100.0,,675
SAJFOA,100.0,temperature_column,100.0,,676
SALJUM,294.0,temperature_column,294.0,,677
SAQPEG,223.0,temperature_column,223.0,,678
SATVIU,173.0,temperature_column,173.0,,679
SEBBAD,100.0,temperature_column,100.0,,680
SEBJIU,173.0,temperature_column,173.0,,681
SECSEB,93.0,temperature_column,93.0,,682
SECSID,200.0,temperature_column,200.0,,683
SECSIF,93.0,temperature_column,93.0,,684
SEJSUX,123.0,temperature_column,123.0,,685
SELLEB,183.0,temperature_column,183.0,,686
SEPKII,200.0,temperature_column,200.0,,687
SEQKIK,296.0,temperature_column,296.0,,688
SEVZIE,153.0,temperature_column,153.0,,689
SEZNES,133.0,temperature_column,133.0,,690
SEZROG,294.0,temperature_column,294.0,,691
SIBVUV,213.0,temperature_column,213.0,,692
SIBWAC,105.0,temperature_column,105.0,,693
SIBXIL,113.0,temperature_column,113.0,,694
SICSED,253.0,temperature_column,253.0,,695
SIDYIN,193.0,temperature_column,193.0,,696
SIDZUA,240.0,temperature_column,240.0,,697
SIFTEI,150.0,temperature_column,150.0,,698
SIGMOL,113.0,temperature_column,113.0,,699
